Car Name,Brand,Country of Origin,Body Style,Segment,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25,Oct-25,Nov-25,Dec-25
Prius,Toyota,Japan,Sedan,Premium,1,0,8,0,0,2,2,0,1,1,0,1,0,0,0,0,1,1,0,3,0,1,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Liva + Cross,Toyota,Japan,Hatchback,B2,0,0,0,0,0,737,2551,2816,2975,2454,4328,4399,4030,3437,4034,2157,2587,2096,2264,1977,1813,2491,2181,2010,2427,1698,3895,1832,1934,1951,2097,2578,2272,2151,1945,1616,1501,1227,1097,1152,1914,1998,1982,1946,2397,2409,2073,2258,2172,1747,2085,2110,1584,1658,1570,1647,1515,1984,1848,2219,1478,1591,1203,1242,1297,1155,1205,1117,1393,1398,1063,1096,906,995,1299,1098,1103,228,1767,1266,1247,959,1312,1209,1001,1301,1267,845,866,735,1302,1891,1493,1696,1389,1343,1138,1102,1263,851,696,693,838,834,670,612,314,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glanza,Toyota,Japan,Hatchback,B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,2142,1919,1804,2322,2773,2693,2313,1620,2191,2710,1533,0,507,914,1323,2428,2572,2978,2428,2102,2556,2743,2989,2182,298,2586,2636,1832,1764,2002,1904,2634,1347,0,2987,2646,2952,1129,2960,3011,3528,3767,4393,4465,3327,4223,3365,3653,5179,3467,4902,4932,4727,4724,3950,4088,3740,4581,4319,4380,4517,4118,4836,4624,3246,4273,3806,3487,3455,4596,3501,4132,4753,2938,5019,5102,3299,6162,5032,6451
Yaris,Toyota,Japan,Sedan,C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1585,2843,1919,1400,1047,595,421,600,389,343,350,339,354,373,121,51,215,232,382,107,76,725,542,424,0,63,79,215,438,377,373,345,226,412,657,871,285,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallfire,Toyota,Japan,Van,Premium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,8,0,0,42,96,0,32,49,16,16,14,29,23,16,0,34,65,25,1,63,31,54,52,77,53,23,6,31,0,105,44,48,44,118,50,88,109,40,22,60,239,146,5,0,0,0,0,3,53,37,61,57,38,5,62,142,113,114,87,115,86,63,3,19,346,20,29,156,180,104,107,168,86,141
Urban Crusier,Toyota,Japan,SUV,C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3006,2832,1762,3005,2549,3162,2115,373,2584,2448,2654,816,2100,2850,2359,2590,2387,3079,3524,3128,5301,6724,6036,7282,3739,2025,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hilux,Toyota,Japan,SUV,D2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,308,65,17,6724,3131,350,0,0,0,1,15,223,269,300,318,216,133,143,181,214,322,289,245,356,264,283,236,178,204,186,342,149,2170,239,248,528,345,322,349,370,260,219,377,331,232
Hyryder,Toyota,Japan,SUV,C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1163,3384,3116,4201,4194,3307,3474,2616,3090,2821,3387,4121,3804,3987,3005,4976,5543,5601,5965,3252,3906,4275,7419,6534,5385,5449,4857,4770,4941,4314,5286,4642,7573,7462,8814,9100,7608,11555,7393,7022
Rumion,Toyota,Japan,MPV,Utility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,1461,792,718,833,639,730,688,1192,1919,1566,1929,1721,1968,2169,1803,1775,1944,2099,1793,2462,1917,1415,576,68,829,3075,1818,2727
Taisor,Toyota,Japan,SUV,C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2180,3185,2640,3213,2278,3092,3620,2628,2470,3604,3468,2421,3035,2408,1687,2683,2297,4561,3177,4457
C3 Aircross,Citroen,France,SUV,C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,400,224,249,339,231,127,211,93,125,136,68,38,41,103,201,96,107,43,69,0,66,49,67,45,59,227,208,167
C3,Citroen,France,Hatchback,C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,550,825,1354,1180,804,913,788,111,1075,741,600,867,331,250,179,222,265,309,234,211,265,251,155,77,90,507,300,300,200,300,242,110,120,110,110,248,179,322,448,897,861,886
e-C3,Citroen,France,Hatchback,C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,888,252,200,124,49,271,166,179,18,0,184,83,530,59,235,126,177,150,28,89,61,90,60,77,118,109,60,99,70,29,17,83,16,32
C5 Aircross,Citroen,France,SUV,D2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,40,41,40,50,72,64,52,24,40,59,52,51,24,17,25,25,32,15,21,19,16,4,52,10,6,12,8,4,3,5,5,2,1,0,0,1,0,0,0,1,1,4,0,1,0,1,0,54,2,0,0,0,0,0,0,0
Basalt,Citroen,France,SUV,C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579,341,221,47,79,61,37,100,66,95,214,178,7,210,217,139,104
Jetta,Volkswagen,Germany,Sedan,D1,247,201,205,162,101,59,319,109,423,373,359,214,251,400,336,184,189,281,258,342,206,207,199,293,233,207,311,242,266,207,245,139,46,123,122,128,143,145,280,241,221,174,163,235,249,145,106,97,3,285,247,236,305,140,175,153,233,98,52,83,95,123,245,155,108,113,98,147,96,51,8,68,0,0,1,2,16,9,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beetle,Volkswagen,Germany,Premium,Premium,20,25,21,16,3,3,5,3,4,16,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,31,11,23,5,8,13,9,4,6,10,3,8,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polo,Volkswagen,Germany,Hatchback,B2,3023,3303,3881,3755,3486,2679,3507,2615,3050,3340,3160,2835,3259,3839,3940,3397,2039,2418,3498,2431,2974,3399,3390,2096,4579,3627,3001,2500,3056,3200,2433,2908,2869,2655,2447,1856,2669,2174,2113,1975,1590,1690,2717,2852,2388,2985,2843,2961,2710,2407,2861,2242,3829,2369,2583,2803,1896,2007,1169,1658,2499,1266,2208,1906,2480,2977,1047,1083,1465,1265,1730,1695,1606,1588,1347,1837,1658,1827,2056,1709,2323,2165,1525,1569,1608,1470,2053,1584,1570,1429,1385,1899,1583,1588,1422,1394,1426,1529,1342,798,1484,1450,1600,1573,1643,1744,1702,2210,632,144,105,0,1126,1228,1146,1008,1585,1564,1130,1805,1747,1937,1888,1197,1107,1303,1616,1306,799,319,197,762,891,1233,1086,728,0,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Passat,Volkswagen,Germany,Sedan,D2,2,0,0,196,184,197,61,133,85,63,140,111,136,116,142,75,168,90,55,68,78,93,62,96,79,62,108,45,141,4,189,26,16,0,0,0,0,0,0,0,7,1,0,0,2,0,3,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,79,33,53,54,32,72,37,20,39,41,42,37,66,76,102,78,52,115,45,12,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phaeton,Volkswagen,Germany,Sedan,D2,1,0,15,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Touareg,Volkswagen,Germany,SUV,Premium,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,7,4,5,5,31,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ameo,Volkswagen,Germany,Sedan,C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200,2427,1491,3207,1641,1897,1911,1747,2012,1270,926,1438,1801,1408,1327,1224,1348,1114,1142,1100,716,922,900,798,401,721,1034,923,506,715,734,622,792,814,535,393,476,366,344,584,564,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiguan,Volkswagen,Germany,SUV,D1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,9,248,166,120,50,60,50,51,110,133,100,73,117,126,130,124,133,96,35,3,63,54,1,0,169,71,84,108,155,176,324,86,27,4,0,30,0,183,63,24,170,138,247,74,63,0,0,0,0,0,0,0,0,0,40,61,130,31,131,54,60,124,155,123,83,76,130,72,93,132,31,171,133,169,91,191,98,150,275,113,102,94,108,102,85,77,73,86,79,79,195,1,2,1,91,15,5,28,8,17,33,38,100
T Roc,Volkswagen,Germany,SUV,B2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,348,227,233,89,19,1,0,0,0,166,149,152,160,150,142,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taigun,Volkswagen,Germany,SUV,C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1461,2551,2849,2828,2432,2388,2380,2631,1268,1327,1408,1019,1994,2355,1979,2691,1455,1657,1976,1520,1484,1449,1908,1943,1586,2219,1771,2456,1275,1286,1588,1758,1561,1519,1564,1628,1611,2028,1497,2335,1548,1271,1590,1155,1126,1168,1327,1001,1114,1560,1077,1778
Virtus,Volkswagen,Germany,Sedan,C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2177,1850,1338,873,1986,1072,1515,1888,1379,1563,1792,1481,1631,1812,1737,2140,1791,1772,1174,2199,1879,1631,1847,1183,1610,1656,1766,1876,1697,2351,1457,2257,1795,1837,1947,1605,1707,1778,1797,1674,1648,2453,2225,23378
Golf GTI,Volkswagen,Germany,Hatchback,Premium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,60,36,1,2,2,0
Seltos,Kia,South Korea,SUV,C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6236,7754,12854,14005,4645,15000,14024,7466,0,1611,7114,8270,10655,9079,8900,9205,5608,9869,8305,10557,8086,4277,8549,6983,8619,9583,10488,8859,4012,11483,6575,8415,7506,5953,8388,8541,8652,11000,9777,9284,5995,10470,8012,6554,7213,4065,3578,9740,10698,10558,12362,11684,9957,6391,6265,7912,6734,6736,6306,5347,6536,6959,6365,5364,2830,6470,6446,6525,6135,6082,5225,6010,4687,5816,7130,6305,4369
Carnival,Kia,South Korea,Van,D2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,1620,1117,0,50,161,232,198,331,400,400,251,328,400,45,301,146,503,358,379,404,400,636,207,357,283,328,355,239,285,288,274,333,301,419,88,1003,504,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,239,230,161,44,47,62,50,61,116,58,75
Sonet,Kia,South Korea,SUV,C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9266,11721,11417,5959,8859,7997,8498,7724,6627,5963,7675,7752,4454,5443,4719,3578,6904,6154,6871,5404,7899,7455,7215,7838,9291,7614,7834,5772,9261,9836,8677,9744,8251,7722,4245,4120,4984,6493,6433,10,11530,9102,8750,7901,7433,9816,9459,10073,10335,9699,9255,3337,7194,7598,7705,8068,8054,6658,7627,7741,9020,12745,12051,9418
Carens,Kia,South Korea,SUV,Utility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,5109,7008,5754,4612,7895,5978,5558,5233,5479,6360,3195,7900,6248,6102,6107,6367,8047,6002,4359,4330,5355,4620,2563,5848,4832,4737,5328,5316,5154,5679,5881,6217,6384,5672,2626,5522,5318,5512,5259,4524,7921,7602,6822,7338,8779,6530,3681
